oorsprong;oorsprong LAT;oorsprong LON;bestemming;bestemming LAT;bestemming LON;vertrektijdstip(epoch);Vertrekdatum;Vertrektijdstip;afstand[km];reistijd (daggemiddelde) [min];reistijd (op gevraagd moment) [min];Traject;Beweging
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1730781957;05/11/2024;05:45;1,318;2,566666667;2,366666667;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1730781957;05/11/2024;05:45;1,223;2,333333333;1,916666667;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1730781958;05/11/2024;05:45;2,297;2,9;2,75;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1730781958;05/11/2024;05:45;2,357;3,183333333;2,966666667;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1730781958;05/11/2024;05:45;1,146;1,85;1,566666667;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1730782257;05/11/2024;05:50;1,649;2,7;3,066666667;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1730782257;05/11/2024;05:50;1,593;2,733333333;3,033333333;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1730782257;05/11/2024;05:50;1,318;2,566666667;2,433333333;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1730782257;05/11/2024;05:50;1,223;2,333333333;2,233333333;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1730782258;05/11/2024;05:50;2,297;2,9;2,75;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1730782258;05/11/2024;05:50;2,357;3,183333333;2,966666667;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1730782258;05/11/2024;05:50;1,146;1,85;1,533333333;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1730782557;05/11/2024;05:55;1,649;2,7;3,033333333;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1730782557;05/11/2024;05:55;1,593;2,733333333;2,933333333;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1730782557;05/11/2024;05:55;1,318;2,566666667;2,45;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1730782558;05/11/2024;05:55;1,223;2,333333333;2,2;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1730782558;05/11/2024;05:55;2,297;2,9;2,7;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1730782558;05/11/2024;05:55;2,357;3,183333333;2,916666667;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1730782558;05/11/2024;05:55;1,146;1,85;1,433333333;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1730782857;05/11/2024;06:00;1,649;2,7;3,016666667;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1730782857;05/11/2024;06:00;1,593;2,733333333;2,933333333;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1730782857;05/11/2024;06:00;1,318;2,566666667;2,683333333;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1730782858;05/11/2024;06:00;1,223;2,333333333;2,433333333;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1730782858;05/11/2024;06:00;2,297;2,9;2,716666667;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1730782858;05/11/2024;06:00;2,357;3,183333333;2,933333333;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1730782858;05/11/2024;06:00;1,146;1,85;1,533333333;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1730783157;05/11/2024;06:05;1,649;2,7;3,2;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1730783157;05/11/2024;06:05;1,593;2,733333333;3,2;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1730783157;05/11/2024;06:05;1,318;2,566666667;2,916666667;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1730783157;05/11/2024;06:05;1,223;2,333333333;2,633333333;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1730783158;05/11/2024;06:05;2,297;2,9;2,733333333;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1730783158;05/11/2024;06:05;2,357;3,183333333;2,933333333;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1730783158;05/11/2024;06:05;1,146;1,85;1,516666667;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1730783457;05/11/2024;06:10;1,649;2,7;3,333333333;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1730783457;05/11/2024;06:10;1,593;2,733333333;3,316666667;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1730783457;05/11/2024;06:10;1,318;2,566666667;3,283333333;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1730783458;05/11/2024;06:10;1,223;2,333333333;2,45;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1730783458;05/11/2024;06:10;2,297;2,9;2,766666667;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1730783458;05/11/2024;06:10;2,357;3,183333333;2,966666667;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1730783458;05/11/2024;06:10;1,146;1,85;1,5;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1730783757;05/11/2024;06:15;1,649;2,7;3,833333333;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1730783757;05/11/2024;06:15;1,593;2,733333333;3,816666667;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1730783757;05/11/2024;06:15;1,318;2,566666667;2,666666667;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1730783758;05/11/2024;06:15;1,223;2,333333333;2,45;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1730783758;05/11/2024;06:15;2,297;2,9;2,766666667;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1730783758;05/11/2024;06:15;2,357;3,183333333;3;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1730783758;05/11/2024;06:15;1,146;1,85;1,516666667;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1730784057;05/11/2024;06:20;1,649;2,7;4,55;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1730784057;05/11/2024;06:20;1,593;2,733333333;4,566666667;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1730784057;05/11/2024;06:20;1,318;2,566666667;3,05;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1730784058;05/11/2024;06:20;1,223;2,333333333;2,583333333;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1730784058;05/11/2024;06:20;2,297;2,9;2,766666667;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1730784058;05/11/2024;06:20;2,357;3,183333333;3;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1730784058;05/11/2024;06:20;1,146;1,85;1,55;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1730784357;05/11/2024;06:25;1,662;2,733333333;5,033333333;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1730784357;05/11/2024;06:25;1,759;3,083333333;4,9;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1730784357;05/11/2024;06:25;1,318;2,566666667;3,25;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1730784358;05/11/2024;06:25;1,223;2,333333333;3,183333333;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1730784358;05/11/2024;06:25;2,297;2,9;2,783333333;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1730784358;05/11/2024;06:25;2,357;3,183333333;3;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1730784358;05/11/2024;06:25;1,146;1,85;1,633333333;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1730784657;05/11/2024;06:30;1,649;2,7;6,75;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1730784657;05/11/2024;06:30;1,593;2,733333333;6,75;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1730784657;05/11/2024;06:30;1,318;2,566666667;3,566666667;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1730784658;05/11/2024;06:30;1,223;2,333333333;3,433333333;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1730784658;05/11/2024;06:30;2,297;2,9;2,833333333;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1730784658;05/11/2024;06:30;2,357;3,183333333;3,066666667;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1730784658;05/11/2024;06:30;1,146;1,85;1,733333333;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1730784957;05/11/2024;06:35;1,649;2,7;6,683333333;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1730784957;05/11/2024;06:35;1,593;2,733333333;6,7;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1730784957;05/11/2024;06:35;1,318;2,566666667;3,45;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1730784958;05/11/2024;06:35;1,223;2,333333333;3,533333333;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1730784958;05/11/2024;06:35;2,297;2,9;3;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1730784958;05/11/2024;06:35;2,357;3,183333333;3,233333333;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1730784958;05/11/2024;06:35;1,146;1,85;1,766666667;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1730785257;05/11/2024;06:40;1,649;2,7;8,1;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1730785257;05/11/2024;06:40;1,593;2,733333333;8,133333333;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1730785257;05/11/2024;06:40;1,318;2,566666667;3,5;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1730785258;05/11/2024;06:40;1,223;2,333333333;3,55;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1730785258;05/11/2024;06:40;2,297;2,9;2,933333333;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1730785258;05/11/2024;06:40;2,357;3,183333333;3,166666667;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1730785258;05/11/2024;06:40;1,146;1,85;1,816666667;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1730785557;05/11/2024;06:45;1,649;2,7;8,516666667;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1730785557;05/11/2024;06:45;1,593;2,733333333;8,433333333;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1730785558;05/11/2024;06:45;1,318;2,566666667;3,6;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1730785558;05/11/2024;06:45;1,223;2,333333333;3,65;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1730785558;05/11/2024;06:45;2,297;2,9;2,933333333;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1730785558;05/11/2024;06:45;2,357;3,183333333;3,166666667;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1730785558;05/11/2024;06:45;1,146;1,85;1,866666667;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1730785857;05/11/2024;06:50;1,649;2,7;7,733333333;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1730785857;05/11/2024;06:50;1,593;2,733333333;7,733333333;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1730785858;05/11/2024;06:50;1,318;2,566666667;3,5;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1730785858;05/11/2024;06:50;1,223;2,333333333;3,683333333;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1730785858;05/11/2024;06:50;2,297;2,9;3;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1730785858;05/11/2024;06:50;2,357;3,183333333;3,25;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1730785858;05/11/2024;06:50;1,146;1,85;1,9;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1730786157;05/11/2024;06:55;1,649;2,7;7,433333333;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1730786157;05/11/2024;06:55;1,593;2,733333333;7,45;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1730786158;05/11/2024;06:55;1,318;2,566666667;3,216666667;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1730786158;05/11/2024;06:55;1,223;2,333333333;3,316666667;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1730786158;05/11/2024;06:55;2,297;2,9;2,983333333;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1730786158;05/11/2024;06:55;2,357;3,183333333;3,216666667;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1730786158;05/11/2024;06:55;1,146;1,85;1,833333333;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1730786457;05/11/2024;07:00;1,649;2,7;7,65;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1730786457;05/11/2024;07:00;1,593;2,733333333;7,733333333;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1730786458;05/11/2024;07:00;1,318;2,566666667;4,883333333;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1730786458;05/11/2024;07:00;1,223;2,333333333;3,45;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1730786458;05/11/2024;07:00;2,297;2,9;3;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1730786458;05/11/2024;07:00;2,357;3,183333333;3,233333333;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1730786458;05/11/2024;07:00;1,146;1,85;1,966666667;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1730786757;05/11/2024;07:05;1,649;2,7;7,733333333;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1730786757;05/11/2024;07:05;1,593;2,733333333;7,75;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1730786758;05/11/2024;07:05;1,318;2,566666667;4,233333333;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1730786758;05/11/2024;07:05;1,223;2,333333333;3,883333333;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1730786758;05/11/2024;07:05;2,297;2,9;3,033333333;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1730786758;05/11/2024;07:05;2,357;3,183333333;3,233333333;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1730786758;05/11/2024;07:05;1,146;1,85;1,866666667;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1730787057;05/11/2024;07:10;1,649;2,7;6,216666667;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1730787057;05/11/2024;07:10;1,593;2,733333333;6,166666667;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1730787057;05/11/2024;07:10;1,318;2,566666667;3,966666667;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1730787058;05/11/2024;07:10;1,223;2,333333333;3,85;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1730787058;05/11/2024;07:10;2,297;2,9;3,1;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1730787058;05/11/2024;07:10;2,357;3,183333333;3,3;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1730787058;05/11/2024;07:10;1,146;1,85;1,816666667;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1730787357;05/11/2024;07:15;1,649;2,7;4,75;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1730787357;05/11/2024;07:15;1,593;2,733333333;4,716666667;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1730787358;05/11/2024;07:15;1,318;2,566666667;3,4;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1730787358;05/11/2024;07:15;1,223;2,333333333;3,066666667;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1730787358;05/11/2024;07:15;2,297;2,9;3,033333333;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1730787358;05/11/2024;07:15;2,357;3,183333333;3,233333333;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1730787358;05/11/2024;07:15;1,146;1,85;1,816666667;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1730787657;05/11/2024;07:20;1,649;2,7;3,733333333;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1730787657;05/11/2024;07:20;1,593;2,733333333;3,7;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1730787658;05/11/2024;07:20;1,318;2,566666667;3,383333333;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1730787658;05/11/2024;07:20;1,223;2,333333333;2,8;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1730787658;05/11/2024;07:20;2,297;2,9;3;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1730787658;05/11/2024;07:20;2,357;3,183333333;3,2;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1730787658;05/11/2024;07:20;1,146;1,85;1,883333333;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1730787957;05/11/2024;07:25;1,649;2,7;3,6;OWS x Droogdokkenweg - Kastelweg;O-W
